empresa,tipo_proyecto,region,numero_rca,año_rca,categoria_compromiso,frecuencia_reporte,responsable_area,dias_restantes,historial_incumplimientos,cantidad_documentos,presupuesto_asociado_usd,criticidad,cumplimiento_porcentaje,estado_avance,riesgo_incumplimiento
Transelec,Subestacion,Metropolitana,RCA-2690,2023,Residuos,Trimestral,Construccion,180,2,20.0,112962,Media,66,En Proceso,Bajo
CGE,Central Hidroelectrica,Los Lagos,RCA-1756,2015,Ruido,Mensual,Permisos,33,0,34.0,123124,Media,69,En Proceso,Bajo
Engie,Parque Solar,Biobio,RCA-3670,2023,Residuos,Mensual,Construccion,169,1,26.0,83171,Media,76,En Proceso,Bajo
Colbun,Linea de Transmision,Los Lagos,RCA-4751,2010,Flora y Fauna,Mensual,Territorio,27,2,21.0,75560,Media,34,Pendiente,Alto
Enel,Linea de Transmision,Valparaiso,RCA-9659,2011,Ruido,Mensual,Territorio,298,2,23.0,119354,Media,65,En Proceso,Bajo
Colbun,Parque Solar,Coquimbo,RCA-6261,2013,Arqueologia,Semestral,Medio Ambiente,48,1,18.0,81308,Media,41,En Proceso,Bajo
CGE,Subestacion,Metropolitana,RCA-7852,2012,Flora y Fauna,Mensual,Permisos,265,1,24.0,66483,Alta,74,En Proceso,Medio
AES Andes,Parque Eolico,Antofagasta,RCA-2494,2023,Flora y Fauna,Mensual,Medio Ambiente,184,3,29.0,58601,Media,91,Completado,Bajo
Colbun,Parque Solar,Atacama,RCA-6740,2010,Flora y Fauna,Anual,Operacion,300,1,38.0,88843,Alta,82,Completado,Medio
Transelec,Parque Eolico,Atacama,RCA-9055,2025,Reforestacion,Mensual,Medio Ambiente,143,1,38.0,34084,Baja,66,En Proceso,Bajo
CGE,Linea de Transmision,Atacama,RCA-1901,2017,Ruido,Mensual,Construccion,338,2,13.0,103989,Media,97,Completado,Bajo
AES Andes,Parque Solar,Coquimbo,RCA-1672,2016,Emisiones Atmosfericas,Mensual,Construccion,252,1,32.0,40231,Media,90,Completado,Bajo
Enel,Linea de Transmision,Antofagasta,RCA-9630,2013,Calidad de Aguas,Mensual,Medio Ambiente,245,1,19.0,53805,Alta,88,Completado,Medio
AES Andes,Central Hidroelectrica,Metropolitana,RCA-1444,2025,Arqueologia,Mensual,Territorio,110,0,180.0,82729,Baja,87,Completado,Bajo
Transelec,Parque Solar,Metropolitana,RCA-9655,2021,Arqueologia,Mensual,Operacion,177,0,2.0,118640,Baja,71,En Proceso,Bajo
CGE,Subestacion,Atacama,RCA-3198,2021,Residuos,Trimestral,Medio Ambiente,53,1,18.0,68284,Baja,56,En Proceso,Bajo
Enel,Linea de Transmision,Antofagasta,RCA-3287,2018,Ruido,Mensual,Territorio,127,0,39.0,48729,Baja,63,En Proceso,Bajo
Transelec,Linea de Transmision,Antofagasta,RCA-5008,2020,Emisiones Atmosfericas,Mensual,Medio Ambiente,39,0,27.0,101686,Media,50,En Proceso,Bajo
AES Andes,Parque Solar,Antofagasta,RCA-1496,2023,Flora y Fauna,Semestral,Permisos,110,0,14.0,63976,Alta,68,En Proceso,Medio
Transelec,Linea de Transmision,Valparaiso,RCA-2463,2013,Calidad de Aguas,Trimestral,Construccion,332,0,15.0,33020,Media,93,Completado,Bajo
CGE,Parque Solar,Valparaiso,RCA-7828,2010,Ruido,Anual,Permisos,200,2,8.0,90153,Baja,96,Completado,Bajo
Engie,Linea de Transmision,Atacama,RCA-5253,2024,Ruido,Trimestral,Permisos,113,0,9.0,69444,Alta,80,Completado,Medio
Transelec,Parque Solar,Antofagasta,RCA-1493,2019,Reforestacion,Mensual,Operacion,129,1,21.0,68900,Baja,82,Completado,Bajo
Transelec,Parque Eolico,Biobio,RCA-6065,2024,Emisiones Atmosfericas,Semestral,Territorio,331,1,35.0,93426,Alta,83,Completado,Medio
AES Andes,Parque Eolico,Antofagasta,RCA-6430,2010,Calidad de Aguas,Mensual,Construccion,299,0,14.0,95691,Alta,69,En Proceso,Medio
AES Andes,Parque Eolico,Metropolitana,RCA-2426,2010,Flora y Fauna,Mensual,Permisos,351,0,27.0,56211,Alta,97,Completado,Medio
Enel,Linea de Transmision,Metropolitana,RCA-2793,2010,Ruido,Trimestral,Construccion,41,0,8.0,78058,Baja,35,Pendiente,Medio
AES Andes,Linea de Transmision,Atacama,RCA-3723,2013,Arqueologia,Trimestral,Territorio,192,1,35.0,36042,Media,80,Completado,Bajo
Colbun,Parque Solar,Biobio,RCA-1658,2010,Arqueologia,Semestral,Medio Ambiente,341,2,18.0,68571,Media,96,Completado,Bajo
CGE,Subestacion,Antofagasta,RCA-5761,2011,Calidad de Aguas,Anual,Permisos,27,0,14.0,53061,Media,28,Pendiente,Alto
CGE,Subestacion,Los Lagos,RCA-8630,2013,Flora y Fauna,Mensual,Territorio,265,0,8.0,69742,Alta,99,Completado,Medio
Engie,Linea de Transmision,Biobio,RCA-9741,2016,Calidad de Aguas,Trimestral,Construccion,198,1,8.0,64758,Alta,80,Completado,Medio
Engie,Linea de Transmision,Atacama,RCA-9834,2011,Ruido,Trimestral,Territorio,156,2,37.0,70453,Baja,81,Completado,Bajo
CGE,Linea de Transmision,Metropolitana,RCA-5350,2017,Reforestacion,Anual,Medio Ambiente,22,0,2.0,33214,Media,34,Pendiente,Alto
Engie,Central Hidroelectrica,Los Lagos,RCA-1207,2022,Reforestacion,Semestral,Territorio,31,2,17.0,42051,Baja,75,En Proceso,Bajo
Enel,Linea de Transmision,Metropolitana,RCA-5190,2016,Arqueologia,Anual,Construccion,28,0,13.0,69580,Baja,4,Pendiente,Alto
AES Andes,Parque Solar,Valparaiso,RCA-2883,2018,Reforestacion,Mensual,Permisos,33,4,14.0,112360,Media,44,En Proceso,Medio
CGE,Linea de Transmision,Atacama,RCA-3886,2023,Residuos,Semestral,Permisos,143,0,9.0,93300,Baja,100,Completado,Bajo
Engie,Parque Solar,Atacama,RCA-1477,2015,Calidad de Aguas,Mensual,Operacion,150,2,27.0,85849,Media,78,En Proceso,Bajo
CGE,Subestacion,Antofagasta,RCA-9953,2013,Reforestacion,Mensual,Construccion,127,2,20.0,60113,Baja,75,En Proceso,Bajo
Colbun,Central Hidroelectrica,Antofagasta,RCA-9381,2015,Residuos,Anual,Operacion,132,0,38.0,51386,Media,99,Completado,Bajo
Transelec,Central Hidroelectrica,Valparaiso,RCA-7854,2024,Residuos,Mensual,Operacion,121,3,12.0,90616,Alta,82,Completado,Medio
AES Andes,Subestacion,Los Lagos,RCA-1755,2013,Emisiones Atmosfericas,Anual,Medio Ambiente,136,0,22.0,45875,Alta,63,En Proceso,Medio
CGE,Central Hidroelectrica,Coquimbo,RCA-5931,2016,Arqueologia,Mensual,Construccion,293,2,37.0,115798,Baja,80,Completado,Bajo
Transelec,Central Hidroelectrica,Biobio,RCA-6724,2018,Calidad de Aguas,Semestral,Permisos,210,2,39.0,73914,Media,83,Completado,Bajo
Engie,Parque Eolico,Coquimbo,RCA-5150,2012,Residuos,Mensual,Construccion,240,0,31.0,125364,Media,85,Completado,Bajo
Transelec,Parque Eolico,Coquimbo,RCA-5060,2012,Ruido,Mensual,Medio Ambiente,46,0,13.0,117583,Media,71,En Proceso,Bajo
AES Andes,Linea de Transmision,Atacama,RCA-5765,2011,Reforestacion,Mensual,Construccion,164,1,1.0,85532,Media,61,En Proceso,Bajo
CGE,Parque Solar,Biobio,RCA-4612,2010,Emisiones Atmosfericas,Trimestral,Construccion,256,1,38.0,84542,Alta,99,Completado,Medio
Colbun,Linea de Transmision,Atacama,RCA-7553,2023,Flora y Fauna,Mensual,Operacion,183,1,9.0,58874,Media,67,En Proceso,Bajo
Engie,Linea de Transmision,Biobio,RCA-8378,2010,Reforestacion,Trimestral,Construccion,129,2,39.0,108050,Media,68,En Proceso,Bajo
CGE,Central Hidroelectrica,Metropolitana,RCA-2689,2022,Reforestacion,Mensual,Operacion,264,3,,65465,Media,61,En Proceso,Bajo
AES Andes,Subestacion,Atacama,RCA-2316,2012,Reforestacion,Mensual,,280,3,29.0,32789,Alta,73,En Proceso,Medio
Engie,Parque Eolico,Atacama,RCA-8130,2023,Emisiones Atmosfericas,Mensual,Territorio,217,0,30.0,103848,Alta,79,En Proceso,Medio
Enel,Parque Eolico,Atacama,RCA-4186,2016,Flora y Fauna,Trimestral,Medio Ambiente,328,1,2.0,88643,Alta,61,En Proceso,Medio
Transelec,Central Hidroelectrica,Los Lagos,RCA-6789,2024,Arqueologia,Semestral,Operacion,194,3,18.0,62126,Alta,63,En Proceso,Medio
AES Andes,Central Hidroelectrica,Valparaiso,RCA-2145,2020,Calidad de Aguas,Semestral,Construccion,62,0,28.0,81623,Alta,64,En Proceso,Medio
Enel,Linea de Transmision,Atacama,RCA-5394,2018,Calidad de Aguas,Mensual,Operacion,207,2,32.0,75817,Alta,73,En Proceso,Medio
CGE,Linea de Transmision,Antofagasta,RCA-8942,2023,Flora y Fauna,Trimestral,Operacion,84,2,24.0,111955,Alta,50,En Proceso,Medio
Colbun,Subestacion,Antofagasta,RCA-8548,2011,Reforestacion,Semestral,Operacion,232,1,38.0,49826,Alta,74,En Proceso,Medio
Engie,Linea de Transmision,Biobio,RCA-1560,2016,Ruido,Mensual,Permisos,99,0,14.0,112250,Media,98,Completado,Bajo
Transelec,Linea de Transmision,Metropolitana,RCA-2912,2010,Flora y Fauna,Trimestral,Permisos,8,2,25.0,108253,Alta,49,En Proceso,Medio
Engie,Subestacion,Valparaiso,RCA-2864,2011,Flora y Fauna,Trimestral,Permisos,169,1,25.0,58987,Alta,79,En Proceso,Medio
CGE,Parque Eolico,Los Lagos,RCA-1296,2025,Calidad de Aguas,Mensual,Permisos,304,1,32.0,85514,Alta,65,En Proceso,Medio
Engie,Parque Solar,Biobio,RCA-3409,2015,Residuos,Mensual,Territorio,46,0,27.0,88694,Baja,57,En Proceso,Bajo
Transelec,Subestacion,Antofagasta,RCA-8630,2020,Ruido,Mensual,Operacion,289,2,32.0,149466,Alta,61,En Proceso,Medio
CGE,Parque Solar,Valparaiso,RCA-2461,2025,Calidad de Aguas,Trimestral,Territorio,233,4,31.0,55481,Media,87,Completado,Bajo
Engie,Linea de Transmision,Valparaiso,RCA-5292,2014,Emisiones Atmosfericas,Mensual,Construccion,247,2,24.0,26862,Media,93,Completado,Bajo
Colbun,Linea de Transmision,Metropolitana,RCA-3268,2017,Flora y Fauna,Mensual,Medio Ambiente,216,2,35.0,24746,Alta,73,En Proceso,Medio
AES Andes,Parque Eolico,Valparaiso,RCA-1994,2021,Residuos,Mensual,Territorio,304,1,30.0,80279,Media,68,En Proceso,Bajo
CGE,Parque Solar,Atacama,RCA-7554,2020,Ruido,Mensual,Permisos,59,0,33.0,100618,Media,52,En Proceso,Bajo
AES Andes,Parque Eolico,Valparaiso,RCA-1007,2011,Arqueologia,Mensual,Permisos,340,2,33.0,52760,Alta,94,Completado,Medio
CGE,Linea de Transmision,Metropolitana,RCA-3515,2010,Ruido,Anual,Construccion,177,0,27.0,70218,Alta,81,Completado,Medio
Colbun,Parque Eolico,Biobio,RCA-2417,2025,Ruido,Mensual,Operacion,281,1,33.0,63929,Alta,64,En Proceso,Medio
AES Andes,Parque Solar,Metropolitana,RCA-3316,2016,Reforestacion,Trimestral,,338,3,33.0,46423,Media,100,Completado,Bajo
Enel,Parque Solar,Los Lagos,RCA-8358,2015,Flora y Fauna,Mensual,Territorio,233,2,4.0,90082,Alta,88,Completado,Medio
Transelec,Parque Solar,Metropolitana,RCA-4932,2017,Flora y Fauna,Trimestral,Operacion,34,0,30.0,31332,Alta,64,En Proceso,Medio
Enel,Central Hidroelectrica,Antofagasta,RCA-7204,2020,Arqueologia,Trimestral,Operacion,27,2,15.0,90952,Baja,49,En Proceso,Medio
Engie,Parque Solar,Atacama,RCA-2287,2024,Arqueologia,Mensual,Territorio,9,0,29.0,64244,Baja,33,Pendiente,Alto
Colbun,Parque Solar,Antofagasta,RCA-2118,2024,Arqueologia,Semestral,Territorio,67,1,28.0,99614,Baja,33,Pendiente,Medio
Enel,Central Hidroelectrica,Biobio,RCA-9744,2022,Calidad de Aguas,Trimestral,Territorio,225,1,32.0,79313,Alta,68,En Proceso,Medio
CGE,Parque Eolico,Coquimbo,RCA-8637,2023,Calidad de Aguas,Semestral,Territorio,319,3,36.0,36244,Alta,73,En Proceso,Medio
Engie,Subestacion,Biobio,RCA-1660,2017,Flora y Fauna,Trimestral,Permisos,86,0,30.0,82817,Alta,74,En Proceso,Medio
Engie,Parque Eolico,Atacama,RCA-9907,2011,Flora y Fauna,Anual,Operacion,246,1,38.0,65426,Alta,64,En Proceso,Medio
Enel,Subestacion,Valparaiso,RCA-7922,2023,Arqueologia,Semestral,Operacion,257,2,12.0,102325,Baja,86,Completado,Bajo
Enel,Linea de Transmision,Metropolitana,RCA-9104,2017,Calidad de Aguas,Anual,Permisos,56,0,3.0,93185,Alta,40,En Proceso,Medio
Colbun,Parque Solar,Coquimbo,RCA-7337,2015,Residuos,Trimestral,Operacion,325,0,,103594,Media,89,Completado,Bajo
Transelec,Central Hidroelectrica,Atacama,RCA-3529,2018,Calidad de Aguas,Trimestral,Territorio,43,0,10.0,66368,Alta,66,En Proceso,Medio
Enel,Central Hidroelectrica,Antofagasta,RCA-4970,2021,Flora y Fauna,Semestral,Medio Ambiente,263,0,22.0,52098,Media,98,Completado,Bajo
Enel,Subestacion,Metropolitana,RCA-4407,2025,Calidad de Aguas,Semestral,Operacion,331,1,23.0,74635,Alta,93,Completado,Medio
AES Andes,Parque Solar,Biobio,RCA-8416,2016,Flora y Fauna,Anual,Medio Ambiente,275,0,11.0,93326,Alta,83,Completado,Medio
CGE,Linea de Transmision,Antofagasta,RCA-5760,2011,Arqueologia,Mensual,Medio Ambiente,76,0,16.0,51035,Media,45,En Proceso,Bajo
AES Andes,Central Hidroelectrica,Atacama,RCA-2897,2025,Reforestacion,Semestral,Permisos,74,3,16.0,82718,Media,59,En Proceso,Medio
AES Andes,Central Hidroelectrica,Atacama,RCA-7364,2017,Arqueologia,Mensual,Construccion,224,2,14.0,84400,Baja,83,Completado,Bajo
Engie,Parque Solar,Biobio,RCA-9464,2018,Arqueologia,Trimestral,Operacion,8,0,6.0,109383,Media,2,Pendiente,Alto
Transelec,Parque Eolico,Coquimbo,RCA-5087,2016,Residuos,Mensual,Permisos,354,1,17.0,48942,Media,88,Completado,Bajo
CGE,Parque Eolico,Biobio,RCA-5374,2013,Reforestacion,Mensual,Permisos,294,0,31.0,87311,Baja,71,En Proceso,Bajo
Colbun,Parque Solar,Valparaiso,RCA-8607,2018,Residuos,Anual,Medio Ambiente,296,1,10.0,62702,Media,86,Completado,Bajo
Colbun,Linea de Transmision,Antofagasta,RCA-5019,2013,Flora y Fauna,Mensual,Operacion,359,1,20.0,56120,Alta,88,Completado,Medio
Enel,Subestacion,Coquimbo,RCA-1815,2021,Ruido,Trimestral,Permisos,235,3,9.0,123560,Baja,61,En Proceso,Bajo
Enel,Parque Solar,Metropolitana,RCA-8255,2013,Emisiones Atmosfericas,Trimestral,Territorio,84,2,15.0,86133,Media,58,En Proceso,Bajo
Colbun,Parque Solar,Los Lagos,RCA-1922,2018,Residuos,Mensual,Permisos,70,3,,113423,Media,69,En Proceso,Medio
Enel,Subestacion,Valparaiso,RCA-5867,2023,Flora y Fauna,Mensual,Territorio,140,3,2.0,56323,Alta,68,En Proceso,Medio
Transelec,Central Hidroelectrica,Coquimbo,RCA-2264,2017,Reforestacion,Trimestral,Construccion,195,4,4.0,116914,Media,87,Completado,Bajo
AES Andes,Linea de Transmision,Los Lagos,RCA-4724,2013,Calidad de Aguas,Mensual,Territorio,351,1,24.0,64809,Alta,96,Completado,Medio
Enel,Parque Solar,Los Lagos,RCA-3722,2023,Reforestacion,Semestral,Territorio,340,4,18.0,94875,Baja,82,Completado,Bajo
Engie,Parque Solar,Antofagasta,RCA-6355,2017,Arqueologia,Anual,Medio Ambiente,63,1,11.0,51370,Alta,42,En Proceso,Medio
Enel,Parque Solar,Atacama,RCA-3550,2024,Arqueologia,Mensual,Permisos,270,1,37.0,48177,Alta,64,En Proceso,Medio
CGE,Parque Solar,Metropolitana,RCA-6319,2017,Arqueologia,Mensual,Construccion,11,3,26.0,74335,Alta,31,Pendiente,Alto
Transelec,Linea de Transmision,Biobio,RCA-7686,2016,Flora y Fauna,Trimestral,Permisos,206,3,8.0,113724,Alta,87,Completado,Medio
CGE,Linea de Transmision,Antofagasta,RCA-2673,2019,Arqueologia,Semestral,Territorio,336,0,22.0,106595,Alta,74,En Proceso,Medio
CGE,Parque Solar,Valparaiso,RCA-5587,2022,Residuos,Mensual,Territorio,241,1,5.0,78532,Alta,83,Completado,Medio
Engie,Parque Solar,Los Lagos,RCA-6353,2015,Calidad de Aguas,Mensual,Permisos,272,3,2.0,66922,Media,91,Completado,Bajo
Transelec,Linea de Transmision,Valparaiso,RCA-7857,2017,Arqueologia,Trimestral,Construccion,83,1,5.0,82960,Alta,50,En Proceso,Medio
Transelec,Parque Eolico,Los Lagos,RCA-2666,2016,Flora y Fauna,Anual,Construccion,50,1,35.0,48697,Alta,34,Pendiente,Alto
Transelec,Subestacion,Atacama,RCA-5511,2014,Calidad de Aguas,Mensual,Medio Ambiente,247,2,32.0,78500,Alta,96,Completado,Medio
Transelec,Parque Solar,Atacama,RCA-7172,2021,Arqueologia,Trimestral,Territorio,292,1,19.0,76183,Baja,95,Completado,Bajo
Transelec,Parque Eolico,Metropolitana,RCA-2384,2022,Ruido,Anual,Territorio,164,4,39.0,76293,Media,87,Completado,Bajo
Engie,Linea de Transmision,Biobio,RCA-5403,2022,Arqueologia,Trimestral,Medio Ambiente,119,1,4.0,86611,Alta,91,Completado,Medio
Enel,Linea de Transmision,Metropolitana,RCA-4954,2013,Emisiones Atmosfericas,Semestral,,118,2,23.0,94801,Media,82,Completado,Bajo
CGE,Parque Eolico,Atacama,RCA-7305,2023,Reforestacion,Trimestral,,130,0,19.0,15247,Media,75,En Proceso,Bajo
Transelec,Parque Solar,Atacama,RCA-9252,2025,Residuos,Anual,Permisos,94,2,26.0,54227,Media,69,En Proceso,Bajo
Enel,Parque Solar,Valparaiso,RCA-8238,2021,Calidad de Aguas,Trimestral,Construccion,65,1,26.0,58611,Alta,58,En Proceso,Medio
Enel,Parque Eolico,Atacama,RCA-7981,2011,Residuos,Semestral,Operacion,321,3,7.0,71041,Baja,86,Completado,Bajo
CGE,Parque Eolico,Coquimbo,RCA-7026,2020,Ruido,Trimestral,Medio Ambiente,106,0,32.0,73243,Media,94,Completado,Bajo
Engie,Central Hidroelectrica,Los Lagos,RCA-7609,2017,Ruido,Semestral,Territorio,118,1,33.0,90854,Media,83,Completado,Bajo
Colbun,Parque Solar,Antofagasta,RCA-9664,2018,Emisiones Atmosfericas,Mensual,Medio Ambiente,178,1,,83050,Media,82,Completado,Bajo
Colbun,Subestacion,Atacama,RCA-1958,2013,Residuos,Mensual,Construccion,96,1,24.0,104956,Media,62,En Proceso,Bajo
Enel,Subestacion,Metropolitana,RCA-9724,2013,Calidad de Aguas,Semestral,Construccion,187,2,23.0,67496,Media,95,Completado,Bajo
AES Andes,Linea de Transmision,Biobio,RCA-1493,2014,Ruido,Mensual,Construccion,209,0,38.0,58020,Baja,73,En Proceso,Bajo
AES Andes,Parque Solar,Los Lagos,RCA-8042,2011,Ruido,Trimestral,Construccion,199,2,26.0,71502,Media,63,En Proceso,Bajo
CGE,Linea de Transmision,Los Lagos,RCA-1081,2016,Arqueologia,Mensual,Operacion,309,0,31.0,75744,Baja,91,Completado,Bajo
Colbun,Central Hidroelectrica,Biobio,RCA-7999,2024,Emisiones Atmosfericas,Semestral,,29,0,6.0,77485,Alta,19,Pendiente,Alto
Enel,Parque Solar,Biobio,RCA-3970,2014,Reforestacion,Mensual,Permisos,238,2,31.0,68601,Alta,76,En Proceso,Medio
Engie,Parque Solar,Los Lagos,RCA-1011,2015,Flora y Fauna,Semestral,Operacion,20,0,12.0,102145,Media,28,Pendiente,Alto
Colbun,Subestacion,Coquimbo,RCA-8824,2025,Reforestacion,Trimestral,Permisos,145,2,17.0,99632,Baja,98,Completado,Bajo
Enel,Linea de Transmision,Metropolitana,RCA-1761,2013,Reforestacion,Mensual,Construccion,112,2,26.0,102189,Baja,91,Completado,Bajo
Enel,Linea de Transmision,Coquimbo,RCA-4185,2017,Ruido,Trimestral,Permisos,304,1,3.0,50333,Baja,63,En Proceso,Bajo
Transelec,Subestacion,Atacama,RCA-1025,2017,Calidad de Aguas,Mensual,Medio Ambiente,343,1,15.0,93116,Alta,83,Completado,Medio
Engie,Linea de Transmision,Antofagasta,RCA-2806,2021,Calidad de Aguas,Mensual,Permisos,307,1,38.0,115144,Alta,61,En Proceso,Medio
Transelec,Parque Solar,Biobio,RCA-7651,2014,Arqueologia,Mensual,Medio Ambiente,84,6,24.0,102985,Media,43,En Proceso,Medio
CGE,Central Hidroelectrica,Metropolitana,RCA-6664,2025,Calidad de Aguas,Mensual,Territorio,80,2,30.0,62158,Alta,69,En Proceso,Medio
Transelec,Central Hidroelectrica,Biobio,RCA-6154,2021,Arqueologia,Anual,Medio Ambiente,280,0,36.0,66704,Baja,97,Completado,Bajo
Transelec,Parque Solar,Coquimbo,RCA-6824,2015,Ruido,Mensual,Medio Ambiente,272,1,27.0,35754,Baja,93,Completado,Bajo
Colbun,Linea de Transmision,Valparaiso,RCA-4659,2025,Ruido,Trimestral,Construccion,116,1,22.0,107147,Media,61,En Proceso,Bajo
AES Andes,Central Hidroelectrica,Atacama,RCA-2525,2012,Reforestacion,Mensual,Construccion,320,1,180.0,50583,Media,95,Completado,Bajo
Enel,Central Hidroelectrica,Antofagasta,RCA-1760,2010,Ruido,Trimestral,,79,1,7.0,63020,Alta,35,Pendiente,Alto
Engie,Linea de Transmision,Atacama,RCA-1594,2018,Ruido,Mensual,Medio Ambiente,218,1,16.0,88972,Baja,95,Completado,Bajo
Transelec,Parque Eolico,Valparaiso,RCA-8192,2018,Flora y Fauna,Trimestral,Operacion,38,3,24.0,78612,Alta,51,En Proceso,Medio
Engie,Linea de Transmision,Antofagasta,RCA-2055,2012,Emisiones Atmosfericas,Semestral,Construccion,145,2,30.0,84112,Alta,64,En Proceso,Medio
AES Andes,Parque Eolico,Valparaiso,RCA-4083,2013,Reforestacion,Trimestral,Construccion,170,0,,60592,Baja,97,Completado,Bajo
AES Andes,Central Hidroelectrica,Atacama,RCA-4675,2022,Reforestacion,Mensual,Medio Ambiente,235,2,27.0,43531,Baja,100,Completado,Bajo
Transelec,Linea de Transmision,Coquimbo,RCA-6957,2016,Emisiones Atmosfericas,Trimestral,Territorio,296,2,9.0,80403,Media,81,Completado,Bajo
CGE,Central Hidroelectrica,Los Lagos,RCA-6255,2011,Flora y Fauna,Mensual,Territorio,32,2,7.0,52989,Media,77,En Proceso,Bajo
Transelec,Parque Solar,Atacama,RCA-5228,2021,Ruido,Mensual,Permisos,299,1,5.0,88011,Baja,70,En Proceso,Bajo
Colbun,Central Hidroelectrica,Atacama,RCA-5181,2012,Calidad de Aguas,Trimestral,Territorio,337,1,30.0,52708,Alta,90,Completado,Medio
Enel,Subestacion,Atacama,RCA-2830,2025,Arqueologia,Trimestral,Construccion,364,2,27.0,71263,Media,88,Completado,Bajo
CGE,Parque Eolico,Metropolitana,RCA-4395,2015,Reforestacion,Trimestral,Operacion,95,5,10.0,117899,Baja,92,Completado,Bajo
Transelec,Linea de Transmision,Valparaiso,RCA-2203,2020,Emisiones Atmosfericas,Semestral,Permisos,119,1,25.0,80458,Alta,81,Completado,Medio
Engie,Subestacion,Valparaiso,RCA-3810,2017,Residuos,Mensual,Operacion,163,1,18.0,55002,Media,86,Completado,Bajo
CGE,Linea de Transmision,Biobio,RCA-4092,2024,Arqueologia,Mensual,Operacion,262,1,7.0,87477,Media,67,En Proceso,Bajo
CGE,Central Hidroelectrica,Valparaiso,RCA-4044,2010,Residuos,Mensual,Construccion,342,1,31.0,71453,Alta,65,En Proceso,Medio
Transelec,Parque Eolico,Biobio,RCA-7071,2013,Residuos,Trimestral,Medio Ambiente,94,3,32.0,55284,Media,84,Completado,Bajo
CGE,Central Hidroelectrica,Metropolitana,RCA-8272,2024,Reforestacion,Trimestral,Medio Ambiente,249,1,11.0,75608,Baja,93,Completado,Bajo
Engie,Central Hidroelectrica,Coquimbo,RCA-5673,2010,Ruido,Mensual,Medio Ambiente,302,1,10.0,106004,Media,68,En Proceso,Bajo
AES Andes,Linea de Transmision,Biobio,RCA-4514,2011,Residuos,Semestral,Territorio,35,1,22.0,90099,Baja,65,En Proceso,Bajo
CGE,Subestacion,Atacama,RCA-7192,2025,Ruido,Trimestral,Medio Ambiente,321,2,31.0,70450,Media,90,Completado,Bajo
AES Andes,Linea de Transmision,Coquimbo,RCA-1144,2017,Flora y Fauna,Trimestral,Construccion,362,2,14.0,44679,Alta,78,En Proceso,Medio
Engie,Linea de Transmision,Los Lagos,RCA-8507,2015,Calidad de Aguas,Trimestral,Territorio,316,0,3.0,93358,Media,60,En Proceso,Bajo
Transelec,Linea de Transmision,Metropolitana,RCA-5857,2018,Residuos,Trimestral,Medio Ambiente,232,0,24.0,86949,Alta,83,Completado,Medio
Enel,Subestacion,Valparaiso,RCA-2377,2011,Reforestacion,Trimestral,Operacion,343,0,14.0,34339,Alta,93,Completado,Medio
CGE,Linea de Transmision,Biobio,RCA-4146,2025,Calidad de Aguas,Mensual,Construccion,132,0,16.0,37962,Alta,76,En Proceso,Medio
Enel,Linea de Transmision,Atacama,RCA-6024,2012,Ruido,Mensual,Construccion,274,1,28.0,114317,Media,93,Completado,Bajo
Engie,Linea de Transmision,Antofagasta,RCA-1793,2018,Residuos,Mensual,Permisos,274,3,35.0,83001,Media,94,Completado,Bajo
CGE,Linea de Transmision,Los Lagos,RCA-6756,2018,Arqueologia,Trimestral,Construccion,213,1,2.0,40191,Baja,95,Completado,Bajo
AES Andes,Central Hidroelectrica,Antofagasta,RCA-5414,2022,Reforestacion,Semestral,Operacion,182,1,34.0,103421,Media,72,En Proceso,Bajo
Colbun,Parque Eolico,Coquimbo,RCA-2110,2015,Flora y Fauna,Trimestral,Construccion,310,1,18.0,105413,Alta,84,Completado,Medio
Enel,Central Hidroelectrica,Valparaiso,RCA-6672,2023,Emisiones Atmosfericas,Mensual,Permisos,195,1,7.0,57255,Alta,71,En Proceso,Medio
CGE,Subestacion,Antofagasta,RCA-5053,2024,Flora y Fauna,Semestral,Construccion,361,1,38.0,51933,Media,80,Completado,Bajo
Enel,Linea de Transmision,Coquimbo,RCA-4937,2012,Residuos,Semestral,Construccion,72,0,7.0,76987,Baja,66,En Proceso,Bajo
CGE,Parque Eolico,Metropolitana,RCA-4963,2014,Reforestacion,Semestral,Permisos,331,1,4.0,79002,Media,97,Completado,Bajo
Transelec,Subestacion,Coquimbo,RCA-5942,2024,Flora y Fauna,Trimestral,Construccion,271,3,16.0,71045,Alta,60,En Proceso,Medio
AES Andes,Linea de Transmision,Los Lagos,RCA-6897,2011,Emisiones Atmosfericas,Semestral,Territorio,274,1,6.0,48186,Media,65,En Proceso,Bajo
Enel,Linea de Transmision,Coquimbo,RCA-9974,2016,Arqueologia,Mensual,Construccion,364,3,20.0,66207,Media,70,En Proceso,Bajo
Colbun,Linea de Transmision,Los Lagos,RCA-2116,2019,Calidad de Aguas,Mensual,Medio Ambiente,132,1,31.0,64391,Media,75,En Proceso,Bajo
Colbun,Linea de Transmision,Coquimbo,RCA-2750,2020,Arqueologia,Mensual,Medio Ambiente,268,0,19.0,37802,Baja,81,Completado,Bajo
Engie,Subestacion,Atacama,RCA-5027,2017,Flora y Fauna,Semestral,Territorio,225,1,22.0,99788,Media,70,En Proceso,Bajo
